rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,country_code,country_name,quarter,year,source_file
38,spotify:track:3dLiBBKbeUIhzGNeuo5JGS,"Duki, DrefQuila",Sin Culpa (feat.DrefQuila),SSJ Records / DALE PLAY Records,3,36,31,466612,AR,Argentina,Q3,2019,merged_data_2019.csv
39,spotify:track:6MbSMSXrSlvsyHf4kcaLQi,Paulo Londra,No Puedo,WEA Latina,23,39,7,459474,AR,Argentina,Q3,2019,merged_data_2019.csv
40,spotify:track:6qoIFQfdmaQF9A1gb67tR7,KAROL G,Ocean,UMLE - Latino,35,37,10,451940,AR,Argentina,Q3,2019,merged_data_2019.csv
41,spotify:track:7MRU4vOkywuhZ9kbFiPuiu,"Daddy Yankee, Wisin & Yandel",Si Supieras,El Cartel Records (EC3),41,49,2,450558,AR,Argentina,Q3,2019,merged_data_2019.csv
42,spotify:track:0UQwlF2pRkr1lMN6kNNUj3,"Mau y Ricky, Camilo",La Boca,Sony Music Latin,42,45,10,430769,AR,Argentina,Q3,2019,merged_data_2019.csv
43,spotify:track:2E82gORVSA7UMEz5M1IP3b,KAROL G,Punto G,UMLE - Latino,30,44,13,414556,AR,Argentina,Q3,2019,merged_data_2019.csv
44,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,"Ed Sheeran, Justin Bieber",I Don't Care (with Justin Bieber),Atlantic Records UK,29,42,9,412578,AR,Argentina,Q3,2019,merged_data_2019.csv
45,spotify:track:0m1zfGk4oYfj4NxBLNheHZ,Cazzu,Visto a las 00:00,Rimas Entertainment LLC,34,41,6,401754,AR,Argentina,Q3,2019,merged_data_2019.csv
46,spotify:track:5lwVd35Zg6DJ4qibVMq99H,"Luis Fonsi, Sebastian Yatra, Nicky Jam",Date La Vuelta,UMLE - Latino,36,43,11,397725,AR,Argentina,Q3,2019,merged_data_2019.csv
47,spotify:track:7mWFF4gPADjTQjC97CgFVt,"Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA",Baila Baila Baila - Remix,VP Records Corp/Dimelo Vi,23,47,11,389482,AR,Argentina,Q3,2019,merged_data_2019.csv
48,spotify:track:5nLJL6DLanZaAq8DVkBs62,"Cazzu, Duki, Neo Pistea, YSY A",La Clase,Rimas Entertainment LLC,46,46,6,377178,AR,Argentina,Q3,2019,merged_data_2019.csv
49,spotify:track:059bcIhyc2SBwm6sw2AZzd,"Piso 21, Micro TDH",Te Vi,WM Mexico,15,51,28,356218,AR,Argentina,Q3,2019,merged_data_2019.csv
50,spotify:track:22sESxzbY1O1E19xjOTaYf,Rombai,Me Voy,Sony Music Latin,7,53,41,353720,AR,Argentina,Q3,2019,merged_data_2019.csv
1,spotify:track:4BCPItsB94KDLuERZT3aNM,"TINI, Lalo Ebratt",Fresa,5020 Records,1,3,5,1947639,AR,Argentina,Q4,2019,merged_data_2019.csv
2,spotify:track:1EoEU4HY57qaITp06TkC6B,Duki,Goteo,SSJ Records / DALE PLAY Records,1,1,10,1927634,AR,Argentina,Q4,2019,merged_data_2019.csv
3,spotify:track:2ksOAxtIxY8yElEWw8RhgK,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",China,"2019 Real Hasta La Muerte, LLC.",1,2,12,1855327,AR,Argentina,Q4,2019,merged_data_2019.csv
4,spotify:track:2UAWYufVaO3EnUUNzl0ppO,WOS,CANGURO,DOGUITO Records / DALE PLAY Records,3,5,9,1797696,AR,Argentina,Q4,2019,merged_data_2019.csv
5,spotify:track:1nocRtwyNPVtGcIJqfgdzZ,"Camilo, Pedro Capó",Tutu,Sony Music Latin,4,4,9,1673273,AR,Argentina,Q4,2019,merged_data_2019.csv
6,spotify:track:3jbT1Y5MoPwEIpZndDDwVq,"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),NEON16/Interscope Records,6,7,7,1531743,AR,Argentina,Q4,2019,merged_data_2019.csv
7,spotify:track:5uHAzGa4d9j35DEbhUwGhi,WOS,MELÓN VINO,DOGUITO Records / DALE PLAY Records,7,15,5,1453659,AR,Argentina,Q4,2019,merged_data_2019.csv
8,spotify:track:4R8BJggjosTswLxtkw8V7P,"JHAYCO, J Balvin, Bad Bunny",No Me Conoce - Remix,N&E Entertainment LLC,5,8,21,1303275,AR,Argentina,Q4,2019,merged_data_2019.csv
9,spotify:track:2S93hylQBYLndMnaJuso8S,"Bizarrap, Nicki Nicole","Nicki Nicole: Bzrp Music Sessions, Vol. 13/66",DALE PLAY Records,1,6,9,1241056,AR,Argentina,Q4,2019,merged_data_2019.csv
10,spotify:track:7ouulWlZPefmEIGYWNyiPH,"Bizarrap, Trueno","Trueno: Bzrp Music Sessions, Vol. 16/66",DALE PLAY Records,10,-1,1,1236062,AR,Argentina,Q4,2019,merged_data_2019.csv
11,spotify:track:7BlBVFwvbWvcwNcUarQmjk,"ROSALÍA, Ozuna","Yo x Ti, Tu x Mi",Columbia,10,10,8,1224067,AR,Argentina,Q4,2019,merged_data_2019.csv
12,spotify:track:2TH65lNHgvLxCKXM3apjxI,"Bad Bunny, Tainy",Callaita,Rimas Entertainment LLC,2,9,19,1219550,AR,Argentina,Q4,2019,merged_data_2019.csv
13,spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,Universal Music Latino / Rimas,7,12,15,1115121,AR,Argentina,Q4,2019,merged_data_2019.csv
14,spotify:track:4bTZeO72FwMa6wKOiqoynL,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",Otro Trago - Remix,Rich Music,2,11,11,1099248,AR,Argentina,Q4,2019,merged_data_2019.csv
15,spotify:track:1c0hsvHLELX6y8qymnpLKL,"Lunay, Daddy Yankee, Bad Bunny",Soltera (Remix),round2media - LaFamilia,2,13,22,1054647,AR,Argentina,Q4,2019,merged_data_2019.csv
16,spotify:track:4AjWbAwRpxk2worpjNH5CS,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",Quizas,Rich Music,16,19,3,1016839,AR,Argentina,Q4,2019,merged_data_2019.csv
17,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Shawn Mendes, Camila Cabello",Señorita,Island Records,4,14,16,1009832,AR,Argentina,Q4,2019,merged_data_2019.csv
18,spotify:track:0blWPYAfbvpRLVHUcmqmmj,WOS,FRESCO,DOGUITO Records / DALE PLAY Records,18,-1,1,985114,AR,Argentina,Q4,2019,merged_data_2019.csv
19,spotify:track:1ndyl3wJCFs872XZ3ztPk6,"Justin Quiles, NATTI NATASHA, Farruko, Lenny Tavárez, Dalex, Zion","DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",WEA Latina,17,17,5,953453,AR,Argentina,Q4,2019,merged_data_2019.csv
20,spotify:track:7KbF6AdprOXEEHlsq11Z6d,Maluma,11 PM,Sony Music Latin,10,16,21,932471,AR,Argentina,Q4,2019,merged_data_2019.csv
21,spotify:track:6Y4PDQv4XjYjHLeLmvyOt0,"Sech, Ozuna",Si Te Vas,Rich Music,21,44,2,932070,AR,Argentina,Q4,2019,merged_data_2019.csv
22,spotify:track:13VEtVCYfLTVsq5STs3SlW,WOS,LUZ DELITO,DOGUITO Records / DALE PLAY Records,22,-1,1,880860,AR,Argentina,Q4,2019,merged_data_2019.csv
23,spotify:track:25NPeIjHjQGvyp4D52Tji2,WOS,OKUPA,DOGUITO Records / DALE PLAY Records,23,-1,1,849117,AR,Argentina,Q4,2019,merged_data_2019.csv
24,spotify:track:0m9LriWYZaNi5PesRbFqsb,"Bizarrap, Frijo, Hot Plug Beats","Frijo: Bzrp Music Sessions, Vol. 10/66",DALE PLAY Records,11,21,11,842389,AR,Argentina,Q4,2019,merged_data_2019.csv
25,spotify:track:5jW3rF4URMdK7tO2xjS5EI,Paulo Londra,Tal Vez,WEA Latina,1,18,28,827374,AR,Argentina,Q4,2019,merged_data_2019.csv
26,spotify:track:6K5BsR04ijf3FHNzjbaagD,"Myke Towers, Farruko, Arcángel, Sech, Zion",Si Se Da - Remix,2019 Casablanca Records & One World Music | Distributed by GLAD Empire,21,22,10,803131,AR,Argentina,Q4,2019,merged_data_2019.csv
27,spotify:track:6mAN61JH0dzyZpWslS11jy,"Rauw Alejandro, Farruko",Fantasias,"(SME US Latin) Duars Entertainment, Corp. (2)",27,33,5,800457,AR,Argentina,Q4,2019,merged_data_2019.csv
28,spotify:track:684EjRHwNsZQ9hCQxL4NYL,"Dímelo Flow, Nicky Jam, Sech, Farruko, Zion, Lunay","El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Rich Music/Interscope Records,23,24,6,793024,AR,Argentina,Q4,2019,merged_data_2019.csv
29,spotify:track:2qG5sZ7Si6sdK74qLxedYM,"ROSALÍA, J Balvin, El Guincho",Con Altura,Columbia,5,20,28,785805,AR,Argentina,Q4,2019,merged_data_2019.csv
30,spotify:track:7anSoGdgtmJTAPZBzcPhO6,"Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön",Cuaderno,Rich Music/Ingrooves Records,8,23,22,768488,AR,Argentina,Q4,2019,merged_data_2019.csv
31,spotify:track:3R1yxKhYKoXqaztyQflEH8,"KHEA, Duki, Cazzu, Neo Pistea, Tali Goya","Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)",Young Flex - Khea,31,43,2,755786,AR,Argentina,Q4,2019,merged_data_2019.csv
32,spotify:track:07L6tEZIfCX3GZAWCpGj0e,"TINI, Greeicy",22,5020 Records,9,25,23,752836,AR,Argentina,Q4,2019,merged_data_2019.csv
33,spotify:track:4SQFu2eDYHTD9DdRVG3vU3,Nicki Nicole,Años Luz,DALE PLAY Records,21,26,7,749108,AR,Argentina,Q4,2019,merged_data_2019.csv
34,spotify:track:7fODjB7BrQTGqh0hogW6XD,"Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez",Que Mas Pues - Remix,Rich Music/Ingrooves Records,14,27,26,728136,AR,Argentina,Q4,2019,merged_data_2019.csv
35,spotify:track:0VMxiFeuVhG3Hu7NHnge9e,WOS,PANTANO,DOGUITO Records / DALE PLAY Records,35,-1,1,726987,AR,Argentina,Q4,2019,merged_data_2019.csv
36,spotify:track:1KfrcxnOLyDhd3p4hGrhVe,"Chris Viz, Young Vene",Diavla,420music,28,28,9,716400,AR,Argentina,Q4,2019,merged_data_2019.csv
37,spotify:track:7g8YaUQABMal0zWe7a2ijz,"Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez",Pa Mí (Remix),Rich Music/Ingrooves Records,1,29,35,714093,AR,Argentina,Q4,2019,merged_data_2019.csv
38,spotify:track:7xRWmHZ2wt3zDgM5mAL0JU,"Bizarrap, Alemán","Aleman: Bzrp Music Sessions, Vol. 15/66",DALE PLAY Records,30,30,4,710728,AR,Argentina,Q4,2019,merged_data_2019.csv
39,spotify:track:2EEmzqzM70CybVspgM7YRT,"Mau y Ricky, Camilo, Lunay",La Boca - Remix,Sony Music Latin,31,34,12,698626,AR,Argentina,Q4,2019,merged_data_2019.csv
40,spotify:track:59s0s39NFWScuHDbHytI14,"Reik, J Balvin, Lalo Ebratt",Indeciso,Indeciso,39,40,7,682387,AR,Argentina,Q4,2019,merged_data_2019.csv
41,spotify:track:4SJHHpKhcuXwDsCsPqshXj,"Rauw Alejandro, Chencho Corleone",El Efecto,"Duars Entertainment, Corp.",30,35,26,681198,AR,Argentina,Q4,2019,merged_data_2019.csv
42,spotify:track:1DckcUSLpCfYsD1htu4JnF,"Bizarrap, Trueno","Trueno: Bzrp Freestyle Sessions, Vol. 6",DALE PLAY Records,17,36,14,679084,AR,Argentina,Q4,2019,merged_data_2019.csv
43,spotify:track:3KekO5WUfJsh7kYU9o2w50,"Nicky Jam, Sech",Atrévete,Sony Music Latin,37,37,10,675846,AR,Argentina,Q4,2019,merged_data_2019.csv
44,spotify:track:5ctNuquTVDsfMb9jKzsYu0,Nicki Nicole,Wapo Traketero,DALE PLAY Records,15,32,18,667021,AR,Argentina,Q4,2019,merged_data_2019.csv
45,spotify:track:25ZAibhr3bdlMCLmubZDVt,"J Balvin, Bad Bunny",QUE PRETENDES,Universal Music Latino / Rimas,19,31,15,664315,AR,Argentina,Q4,2019,merged_data_2019.csv
46,spotify:track:1tpbAGsGpZee5jDHMcLrUJ,"Dalex, Lenny Tavárez",Bellaquita,Rich Music,41,41,5,649760,AR,Argentina,Q4,2019,merged_data_2019.csv
47,spotify:track:7BuSE9uTIw931wtZYzvZcQ,"Sebastian Yatra, Daddy Yankee, NATTI NATASHA, Jonas Brothers",Runaway,UMLE - Latino,13,38,16,643122,AR,Argentina,Q4,2019,merged_data_2019.csv
48,spotify:track:6v0lAdFF4haL8xjBIUjtOw,"Nicky Jam, Ozuna",Te Robaré,Sony Music Latin,9,39,29,627657,AR,Argentina,Q4,2019,merged_data_2019.csv
49,spotify:track:5099x34vBakWpGkHourFxP,"Maluma, J Balvin",Qué Pena,Sony Music Latin,49,55,2,603496,AR,Argentina,Q4,2019,merged_data_2019.csv
50,spotify:track:3wNiMUFSp0H7zF7QH4vCPq,WOS,NO VA A BAJAR,DOGUITO Records / DALE PLAY Records,50,-1,1,593684,AR,Argentina,Q4,2019,merged_data_2019.csv
1,spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Universal Records,1,1,12,2033591,AU,Australia,Q1,2019,merged_data_2019.csv
2,spotify:track:6MWtB6iiXyIwun0YzU6DFP,Post Malone,Wow.,Republic Records,2,4,3,1645312,AU,Australia,Q1,2019,merged_data_2019.csv
3,spotify:track:5p7ujcrUXASCNwRaWNHR1C,Halsey,Without Me,Capitol Records,1,3,14,1613363,AU,Australia,Q1,2019,merged_data_2019.csv
4,spotify:track:2rPE9A1vEgShuZxxzR2tZH,Ariana Grande,"thank u, next",Republic Records,1,2,10,1524605,AU,Australia,Q1,2019,merged_data_2019.csv
5,spotify:track:25sgk305KZfyuqVBQIahim,Ava Max,Sweet but Psycho,Atlantic Records,4,5,15,1503990,AU,Australia,Q1,2019,merged_data_2019.csv
6,spotify:track:7FGq80cy8juXBCD2nrqdWU,"benny blanco, Halsey, Khalid",Eastside (with Halsey & Khalid),Friends Keep Secrets/Interscope Records,1,6,26,1238104,AU,Australia,Q1,2019,merged_data_2019.csv
7,spotify:track:6zeeWid2sgw4lap2jV61PZ,Khalid,Better,"Right Hand Music Group, LLC/RCA Records",4,8,17,1081327,AU,Australia,Q1,2019,merged_data_2019.csv
8,spotify:track:4ofwffwvvnbSkrMSCKQDaC,George Ezra,Shotgun,Columbia,3,7,25,1030395,AU,Australia,Q1,2019,merged_data_2019.csv
9,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE,Cactus Jack / Epic,7,9,23,1024934,AU,Australia,Q1,2019,merged_data_2019.csv
10,spotify:track:27rdGxbavYJeBphck5MZAF,"Mark Ronson, Miley Cyrus",Nothing Breaks Like a Heart (feat. Miley Cyrus),Columbia,5,10,6,969915,AU,Australia,Q1,2019,merged_data_2019.csv
11,spotify:track:2dpaYNEQHiRxtZbfNsse99,"Marshmello, Bastille",Happier,Joytime Collective,2,11,21,925771,AU,Australia,Q1,2019,merged_data_2019.csv
12,spotify:track:7K7MUBCnzgBAvMVW2RTWNs,"Loud Luxury, Brando",Body,Armada Music,12,12,29,859693,AU,Australia,Q1,2019,merged_data_2019.csv
13,spotify:track:3EPXxR3ImUwfayaurPi3cm,Dean Lewis,Be Alright,Universal Music Australia Pty. Ltd.,1,15,28,856167,AU,Australia,Q1,2019,merged_data_2019.csv
14,spotify:track:14JzyD6FlBD5z0wV5P07YI,Billie Eilish,when the party's over,Darkroom/Interscope Records,2,16,13,821716,AU,Australia,Q1,2019,merged_data_2019.csv
15,spotify:track:5JEx7HbmvHQQswJCsoo9rA,"Ellie Goulding, Diplo, Swae Lee",Close To Me (with Diplo) (feat. Swae Lee),Polydor Records,15,21,11,819530,AU,Australia,Q1,2019,merged_data_2019.csv
16,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,5,19,14,813084,AU,Australia,Q1,2019,merged_data_2019.csv
17,spotify:track:2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood,Capitol,1,13,39,804150,AU,Australia,Q1,2019,merged_data_2019.csv
18,spotify:track:03Pg5wDlaYAZlTNLeAfl2r,Hilltop Hoods,Leave Me Lonely,Universal Music Australia Pty. Ltd.,17,17,7,803071,AU,Australia,Q1,2019,merged_data_2019.csv
19,spotify:track:0TBFJanfWaByPIi3f7RR82,KIAN,Waiting,KB Recording Pty Ltd,19,23,21,789709,AU,Australia,Q1,2019,merged_data_2019.csv
20,spotify:track:2RSHsoi04658QL5xgQVov3,Imagine Dragons,Bad Liar,Kid Ina Korner / Interscope,14,14,9,776025,AU,Australia,Q1,2019,merged_data_2019.csv
21,spotify:track:5Fla3zyOCcIRqrDoKLU0DP,Rita Ora,Let You Love Me,Atlantic Records UK,15,18,16,767403,AU,Australia,Q1,2019,merged_data_2019.csv
22,spotify:track:5kfNriitmkNE8mUbZ7gbq8,Khalid,Saturday Nights,"Right Hand Music Group, LLC/RCA Records",22,27,10,751073,AU,Australia,Q1,2019,merged_data_2019.csv
23,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,"Dynoro, Gigi D'Agostino",In My Mind,Columbia/B1 Recordings,8,22,25,741716,AU,Australia,Q1,2019,merged_data_2019.csv
24,spotify:track:05mAIVLkIWc2d1UBYZBCp8,"Charli xcx, Troye Sivan",1999,Atlantic Records UK,13,24,14,716873,AU,Australia,Q1,2019,merged_data_2019.csv
25,spotify:track:0todbbT9g5uQGbeFCiBf2F,Ariana Grande,imagine,Republic Records,14,20,4,689055,AU,Australia,Q1,2019,merged_data_2019.csv
26,spotify:track:3id2EVGKc3eFAMn9nFnB0r,Lukas Graham,Love Someone,Warner Records,26,30,17,685015,AU,Australia,Q1,2019,merged_data_2019.csv
27,spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,"Kodak Black, Offset, Travis Scott",ZEZE (feat. Travis Scott & Offset),Atlantic Records,9,26,13,678042,AU,Australia,Q1,2019,merged_data_2019.csv
28,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Post Malone,Better Now,Republic Records,1,25,37,675308,AU,Australia,Q1,2019,merged_data_2019.csv
29,spotify:track:1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,High Hopes,DCD2 / Fueled By Ramen,9,36,29,663706,AU,Australia,Q1,2019,merged_data_2019.csv
30,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,"Meek Mill, Drake",Going Bad (feat. Drake),MMG/Atlantic,28,28,6,655577,AU,Australia,Q1,2019,merged_data_2019.csv
31,spotify:track:5tAa8Uaqr4VvA3693mbIhU,Zara Larsson,Ruin My Life,Epic/Record Company TEN,20,31,12,646058,AU,Australia,Q1,2019,merged_data_2019.csv
32,spotify:track:3KLygy1YWhmrQx0GRs7IOx,"Jonas Blue, Jack & Jack",Rise,Positiva,10,33,31,618694,AU,Australia,Q1,2019,merged_data_2019.csv
33,spotify:track:5N5k9nd479b1xpDZ4usjrg,"Calvin Harris, Sam Smith, Jessie Reyez",Promises (with Sam Smith),Columbia,5,29,21,596486,AU,Australia,Q1,2019,merged_data_2019.csv
34,spotify:track:2LskIZrCeLxRvCiGP8gxlh,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",Arms Around You (feat. Maluma & Swae Lee),Warner Records,10,32,11,590389,AU,Australia,Q1,2019,merged_data_2019.csv
35,spotify:track:1xzBco0xcoJEDXktl7Jxrr,Sheck Wes,Mo Bamba,Cactus Jack Records/ G.O.O.D. Music/ Interscope Records,19,34,16,586010,AU,Australia,Q1,2019,merged_data_2019.csv
36,spotify:track:7FjZU7XFs7P9jHI9Z0yRhK,"NOTD, Felix Jaehn, Captain Cuts, Georgia Ku",So Close,Universal Music AB,36,38,9,572811,AU,Australia,Q1,2019,merged_data_2019.csv
37,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,"Maroon 5, Cardi B",Girls Like You (feat. Cardi B) - Cardi B Version,Interscope Records*,3,35,32,541665,AU,Australia,Q1,2019,merged_data_2019.csv
38,spotify:track:7nGuT0EfqQ1TXcADEKwB6Q,Morgan Evans,Day Drunk,Warner Records,38,43,13,541571,AU,Australia,Q1,2019,merged_data_2019.csv
39,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,Juice WRLD Mixtape / ISR P&D,6,37,34,530870,AU,Australia,Q1,2019,merged_data_2019.csv
40,spotify:track:5IaHrVsrferBYDm0bDyABy,"Tyga, Offset",Taste (feat. Offset),Last Kings Music / EMPIRE,5,40,34,527723,AU,Australia,Q1,2019,merged_data_2019.csv
41,spotify:track:2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,2002,Atlantic Records UK,9,44,38,524446,AU,Australia,Q1,2019,merged_data_2019.csv
42,spotify:track:0e7ipj03S05BNilyu5bRzt,"Post Malone, 21 Savage",rockstar (feat. 21 Savage),Republic Records,1,41,69,506058,AU,Australia,Q1,2019,merged_data_2019.csv
43,spotify:track:7pdF27mSDuPWhppnHAmWHa,XXXTENTACION,whoa (mind in awe),Bad Vibes Forever / EMPIRE,22,49,5,501505,AU,Australia,Q1,2019,merged_data_2019.csv
44,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,Post Malone,I Fall Apart,Universal Records,1,48,68,495810,AU,Australia,Q1,2019,merged_data_2019.csv
45,spotify:track:7tFiyTwD0nx5a1eklYtX2J,Queen,Bohemian Rhapsody - Remastered 2011,Hollywood Records,24,42,13,493849,AU,Australia,Q1,2019,merged_data_2019.csv
46,spotify:track:4S8d14HvHb70ImctNgVzQQ,"Kanye West, Lil Pump",I Love It (& Lil Pump),"Getting Out Our Dreams, Inc./Def Jam Recordings",1,46,18,484153,AU,Australia,Q1,2019,merged_data_2019.csv
47,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,SAD!,"Bad Vibes Forever, LLC",3,50,45,479516,AU,Australia,Q1,2019,merged_data_2019.csv
48,spotify:track:6DCZcSspjsKoFjzjrWoCdn,Drake,God's Plan,Cash Money/Drake LP6,1,39,51,471457,AU,Australia,Q1,2019,merged_data_2019.csv
49,spotify:track:3swc6WTsr7rl9DqQKQA55C,"Post Malone, Ty Dolla $ign",Psycho (feat. Ty Dolla $ign),Republic Records,1,47,46,464925,AU,Australia,Q1,2019,merged_data_2019.csv
50,spotify:track:1NJcg626wLln4pGHpiV7mf,"Billie Eilish, Khalid",lovely (with Khalid),Darkroom,5,51,38,464733,AU,Australia,Q1,2019,merged_data_2019.csv
1,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,Darkroom/Interscope Records,1,1,2,2670614,AU,Australia,Q2,2019,merged_data_2019.csv
2,spotify:track:53CJANUxooaqGOtdsBTh7O,Lil Nas X,Old Town Road,Columbia,2,15,5,1463736,AU,Australia,Q2,2019,merged_data_2019.csv
3,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,Billie Eilish,wish you were gay,Darkroom/Interscope Records,2,2,6,1327234,AU,Australia,Q2,2019,merged_data_2019.csv
4,spotify:track:4y3OI86AEP6PQoDE6olYhO,Jonas Brothers,Sucker,Jonas Brothers Recording,1,4,6,1326143,AU,Australia,Q2,2019,merged_data_2019.csv
5,spotify:track:6TqXcAFInzjp0bODyvrWEq,"Khalid, Disclosure",Talk (feat. Disclosure),"Right Hand Music Group, LLC/RCA Records",4,9,9,1231510,AU,Australia,Q2,2019,merged_data_2019.csv
6,spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Universal Records,1,7,25,1205630,AU,Australia,Q2,2019,merged_data_2019.csv
7,spotify:track:1tNJrcVe6gwLEiZCtprs1u,Dominic Fike,3 Nights,Columbia,6,10,15,1160290,AU,Australia,Q2,2019,merged_data_2019.csv
8,spotify:track:6MWtB6iiXyIwun0YzU6DFP,Post Malone,Wow.,Republic Records,2,8,16,1138217,AU,Australia,Q2,2019,merged_data_2019.csv
9,spotify:track:4SSnFejRGlZikf02HLewEF,Billie Eilish,bury a friend,Darkroom/Interscope Records,2,3,11,1124325,AU,Australia,Q2,2019,merged_data_2019.csv
10,spotify:track:6u7jPi22kF8CTQ3rb9DHE7,"Lil Nas X, Billy Ray Cyrus",Old Town Road (feat. Billy Ray Cyrus) - Remix,Columbia,10,-1,1,1112889,AU,Australia,Q2,2019,merged_data_2019.csv
11,spotify:track:5icOoE6VgqFKohjWWNp0Ac,"Marshmello, CHVRCHES",Here With Me,Joytime Collective,8,13,5,1061050,AU,Australia,Q2,2019,merged_data_2019.csv
12,spotify:track:2XKFnwB6djxrJCjR3PdeRb,Khalid,My Bad,"Right Hand Music Group, LLC/RCA Records",9,18,5,1005289,AU,Australia,Q2,2019,merged_data_2019.csv
13,spotify:track:09oZ9eXQ2fo6YDrPzJqAoP,"Khalid, John Mayer",Outta My Head (with John Mayer),"Right Hand Music Group, LLC/RCA Records",13,-1,1,991696,AU,Australia,Q2,2019,merged_data_2019.csv
14,spotify:track:43zdsphuZLzwA9k4DJhU0I,Billie Eilish,when the party's over,Darkroom/Interscope Records,2,6,26,954323,AU,Australia,Q2,2019,merged_data_2019.csv
15,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,Republic Records,1,12,12,918895,AU,Australia,Q2,2019,merged_data_2019.csv
16,spotify:track:7COXchtUOMd6uIT6HvmRaI,"Lauv, Troye Sivan",i'm so tired...,Lauv,8,19,11,892395,AU,Australia,Q2,2019,merged_data_2019.csv
17,spotify:track:6tsOcBnaKgzK22yEiqRh8P,"Ariana Grande, Victoria Monét",MONOPOLY (with Victoria Monét),Republic Records,17,65,2,846932,AU,Australia,Q2,2019,merged_data_2019.csv
18,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,"break up with your girlfriend, i'm bored",Republic Records,2,17,9,841274,AU,Australia,Q2,2019,merged_data_2019.csv
19,spotify:track:6zeeWid2sgw4lap2jV61PZ,Khalid,Better,"Right Hand Music Group, LLC/RCA Records",4,40,30,838950,AU,Australia,Q2,2019,merged_data_2019.csv
20,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,Billie Eilish,all the good girls go to hell,Darkroom/Interscope Records,5,5,2,822553,AU,Australia,Q2,2019,merged_data_2019.csv
21,spotify:track:4pUCKHjJ4Ijewc37rRrvHn,BLACKPINK,Kill This Love,"YG Entertainment, distributed through Interscope Records",21,-1,1,820219,AU,Australia,Q2,2019,merged_data_2019.csv
22,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,"Sam Smith, Normani",Dancing With A Stranger (with Normani),PLG - Capitol,5,21,13,797955,AU,Australia,Q2,2019,merged_data_2019.csv
23,spotify:track:7FGq80cy8juXBCD2nrqdWU,"benny blanco, Halsey, Khalid",Eastside (with Halsey & Khalid),Friends Keep Secrets/Interscope Records,1,24,39,765053,AU,Australia,Q2,2019,merged_data_2019.csv
24,spotify:track:5p7ujcrUXASCNwRaWNHR1C,Halsey,Without Me,Capitol Records,1,23,27,752610,AU,Australia,Q2,2019,merged_data_2019.csv
25,spotify:track:2dpaYNEQHiRxtZbfNsse99,"Marshmello, Bastille",Happier,Joytime Collective,2,28,34,701416,AU,Australia,Q2,2019,merged_data_2019.csv
26,spotify:track:7ql71hBakyMi0Lxiq3Mugs,"The Chainsmokers, 5 Seconds of Summer",Who Do You Love,Disruptor Records/Columbia,13,26,9,688743,AU,Australia,Q2,2019,merged_data_2019.csv
