rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,country_code,country_name,quarter,year,source_file
24,spotify:track:0O1LqLDF2mQmWVlSrC4Mwn,"01099, Zachi, Gustav, Paul",Pistazieneis,01099 / Bamboo Artists / WMCE,24,-1,1,1641371,DE,Germany,Q3,2024,merged_data_2024.csv
25,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,15,25,12,1631669,DE,Germany,Q3,2024,merged_data_2024.csv
26,spotify:track:22DH8NChecsgPxDjA4pqer,"Quavo, Lana Del Rey",Tough,Quality Control Music/Motown Records,26,-1,1,1607128,DE,Germany,Q3,2024,merged_data_2024.csv
27,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,Hozier,Too Sweet,Columbia,8,30,15,1533160,DE,Germany,Q3,2024,merged_data_2024.csv
28,spotify:track:66Bup3CXgRRl8z91EDHUIf,"Aitch, Luciano",Baddies,NQ Records,4,15,5,1515805,DE,Germany,Q3,2024,merged_data_2024.csv
29,spotify:track:31nfdEooLEq7dn3UMcIeB5,BENNETT,Vois sur ton chemin - Techno Mix,Warner Music Central Europe,1,29,49,1511686,DE,Germany,Q3,2024,merged_data_2024.csv
30,spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",Thank You (Not So Bad),Ministry of Sound Recordings,13,26,29,1396631,DE,Germany,Q3,2024,merged_data_2024.csv
31,spotify:track:331l3xABO0HMr1Kkyh2LZq,"David Guetta, OneRepublic",I Don't Wanna Wait,Parlophone UK,27,27,14,1391254,DE,Germany,Q3,2024,merged_data_2024.csv
32,spotify:track:4lsNo2CCp2dUbsuOmdCj5I,Pashanim,2000,Urban,7,28,4,1356587,DE,Germany,Q3,2024,merged_data_2024.csv
33,spotify:track:5sxiqHHGSVjmeg5SrLZcKA,AYLIVA,Beifahrer,Whiteheart Records/WM Germany,9,23,5,1340430,DE,Germany,Q3,2024,merged_data_2024.csv
34,spotify:track:189vFQyTAhpSCsI07yjQVq,"FiNCH, SDP, Phil The Beat",Abenteuerland,Nur Musik Ist Schöner,29,42,3,1307035,DE,Germany,Q3,2024,merged_data_2024.csv
35,spotify:track:7eBo7oeGFWJ9GlL1Me6NuV,Amo,Amo aller Amos,Epic/385i,13,44,11,1294836,DE,Germany,Q3,2024,merged_data_2024.csv
36,spotify:track:2hrycoFU1mZw6YPvMcn8yC,Jordan Adetunji,KEHLANI,300 Entertainment,36,38,3,1286474,DE,Germany,Q3,2024,merged_data_2024.csv
37,spotify:track:2uqYupMHANxnwgeiXTZXzd,Dasha,Austin (Boots Stop Workin'),Warner Records,17,40,18,1274809,DE,Germany,Q3,2024,merged_data_2024.csv
38,spotify:track:4IjCVfzb1JQJ8KKkhXllVl,"CIVO, Montez",Irgendwas klopft,Good Kid Records & Ventura Records,24,24,2,1271223,DE,Germany,Q3,2024,merged_data_2024.csv
39,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",26,58,10,1251629,DE,Germany,Q3,2024,merged_data_2024.csv
40,spotify:track:7iabz12vAuVQYyekFIWJxD,"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),Columbia,9,37,7,1224833,DE,Germany,Q3,2024,merged_data_2024.csv
41,spotify:track:086edN2nz8TjB3zddIdlPn,"SDP, Sido, Esther Graf",Mama hat gesagt,Nur Musik Ist Schöner,10,36,10,1216068,DE,Germany,Q3,2024,merged_data_2024.csv
